Comune,Candidate,Total_Votes,Percentage
SANT'AGATA BOLOGNESE,N/A,0,0%
SANT'AGATA BOLOGNESE,N/A,Totale coalizione,0%
SANT'AGATA BOLOGNESE,BENINI SIMONE,0,0%
SANT'AGATA BOLOGNESE,N/A,0,0%
SANT'AGATA BOLOGNESE,BERGAMINI LAURA,0,0%
SANT'AGATA BOLOGNESE,N/A,0,0%
SANT'AGATA BOLOGNESE,BATTAGLIA DOMENICO,0,0%
SANT'AGATA BOLOGNESE,N/A,0,0%
SANT'AGATA BOLOGNESE,COLLOT MARTA,0,0%
SANT'AGATA BOLOGNESE,N/A,0,0%
SANT'AGATA BOLOGNESE,LUGLI STEFANO,0,0%
SANT'AGATA BOLOGNESE,N/A,0,0%
SANT'AGATA BOLOGNESE,N/A,0,3.832
SANT'AGATA BOLOGNESE,N/A,0,3.550
SASSO MARCONI,BONACCINI STEFANO,Eletto pres.,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,Totale coalizione,0%
SASSO MARCONI,BORGONZONI LUCIA,Eletto cons.,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,Totale coalizione,0%
SASSO MARCONI,BENINI SIMONE,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,BERGAMINI LAURA,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,COLLOT MARTA,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,BATTAGLIA DOMENICO,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,LUGLI STEFANO,0,0%
SASSO MARCONI,N/A,0,0%
SASSO MARCONI,N/A,0,8.759
SASSO MARCONI,N/A,0,8.056
VALSAMOGGIA,BONACCINI STEFANO,Eletto pres.,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,Totale coalizione,0%
VALSAMOGGIA,BORGONZONI LUCIA,Eletto cons.,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,Totale coalizione,0%
VALSAMOGGIA,BENINI SIMONE,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,BERGAMINI LAURA,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,BATTAGLIA DOMENICO,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,COLLOT MARTA,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,LUGLI STEFANO,0,0%
VALSAMOGGIA,N/A,0,0%
VALSAMOGGIA,N/A,0,16.672
VALSAMOGGIA,N/A,0,15.617
VERGATO,BORGONZONI LUCIA,Eletto cons.,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,Totale coalizione,0%
VERGATO,BONACCINI STEFANO,Eletto pres.,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,Totale coalizione,0%
VERGATO,BENINI SIMONE,0,0%
VERGATO,N/A,0,0%
VERGATO,BERGAMINI LAURA,0,0%
VERGATO,N/A,0,0%
VERGATO,LUGLI STEFANO,0,0%
VERGATO,N/A,0,0%
VERGATO,BATTAGLIA DOMENICO,0,0%
VERGATO,N/A,0,0%
VERGATO,COLLOT MARTA,0,0%
VERGATO,N/A,0,0%
VERGATO,N/A,0,3.963
VERGATO,N/A,0,3.734
ZOLA PREDOSA,BONACCINI STEFANO,Eletto pres.,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,Totale coalizione,0%
ZOLA PREDOSA,BORGONZONI LUCIA,Eletto cons.,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,Totale coalizione,0%
ZOLA PREDOSA,BENINI SIMONE,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,BATTAGLIA DOMENICO,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,BERGAMINI LAURA,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,COLLOT MARTA,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,LUGLI STEFANO,0,0%
ZOLA PREDOSA,N/A,0,0%
ZOLA PREDOSA,N/A,0,11.158
ZOLA PREDOSA,N/A,0,10.281
