ele_info,comune,provincia,regione,ele_f,ele_m,ele_t,perc,perc_r,vot_t,data,ora,update_number,url,perc_diff
Regionali Speciali,Pieve Ligure,Genova,Liguria,1463,1394,2857,43.65,48.49,1247,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340430,-9.98
Regionali Speciali,Portofino,Genova,Liguria,428,413,841,20.45,63.2,172,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340440,-67.64
Regionali Speciali,Propata,Genova,Liguria,77,85,162,33.33,42.47,54,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340450,-21.52
Regionali Speciali,Rapallo,Genova,Liguria,15345,13941,29286,38.08,46.54,11153,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340460,-18.18
Regionali Speciali,Recco,Genova,Liguria,5031,4556,9587,46.56,53.82,4464,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340470,-13.49
Regionali Speciali,Rezzoaglio,Genova,Liguria,381,384,765,49.8,44.06,381,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340480,13.03
Regionali Speciali,Ronco Scrivia,Genova,Liguria,1951,1894,3845,44.92,59.6,1727,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340490,-24.63
Regionali Speciali,Rondanina,Genova,Liguria,29,42,71,36.62,44.16,26,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340500,-17.07
Regionali Speciali,Rossiglione,Genova,Liguria,1155,1085,2240,57.68,59.83,1292,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340510,-3.59
Regionali Speciali,Rovegno,Genova,Liguria,176,240,416,55.29,58.41,230,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340520,-5.34
Regionali Speciali,San Colombano Certenoli,Genova,Liguria,1455,1453,2908,34.94,50.64,1016,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340530,-31.0
Regionali Speciali,Santa Margherita Ligure,Genova,Liguria,5173,4631,9804,37.06,45.32,3633,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340540,-18.23
Regionali Speciali,Sant'Olcese,Genova,Liguria,2471,2414,4885,61.31,70.5,2995,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340550,-13.04
Regionali Speciali,Santo Stefano D'Aveto,Genova,Liguria,439,474,913,54.0,48.32,493,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340560,11.75
Regionali Speciali,Savignone,Genova,Liguria,1422,1405,2827,46.41,53.89,1312,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340570,-13.88
Regionali Speciali,Serra Riccò,Genova,Liguria,3514,3432,6946,51.08,58.21,3548,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340580,-12.25
Regionali Speciali,Sestri Levante,Genova,Liguria,8952,8147,17099,44.56,51.38,7619,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340590,-13.27
Regionali Speciali,Sori,Genova,Liguria,2349,2227,4576,42.2,52.45,1931,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340600,-19.54
Regionali Speciali,Tiglieto,Genova,Liguria,541,512,1053,23.93,28.14,252,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340610,-14.96
Regionali Speciali,Torriglia,Genova,Liguria,1095,1098,2193,44.32,62.13,972,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340620,-28.67
Regionali Speciali,Tribogna,Genova,Liguria,313,323,636,35.69,50.0,227,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340630,-28.62
Regionali Speciali,Uscio,Genova,Liguria,955,938,1893,44.9,56.16,850,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340640,-20.05
Regionali Speciali,Valbrevenna,Genova,Liguria,394,469,863,39.51,50.24,341,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340650,-21.36
Regionali Speciali,Vobbia,Genova,Liguria,173,207,380,46.58,72.03,177,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340660,-35.33
Regionali Speciali,Zoagli,Genova,Liguria,2066,2035,4101,23.95,39.43,982,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340670,-39.26
Regionali Speciali,Airole,Imperia,Liguria,115,147,262,57.63,57.81,151,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370010,-0.31
Regionali Speciali,Apricale,Imperia,Liguria,206,240,446,30.04,45.78,134,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370020,-34.38
Regionali Speciali,Aquila D'Arroscia,Imperia,Liguria,76,97,173,52.02,71.93,90,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370030,-27.68
